********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,See Legend, C,Flag Code See Legend,mS/cm,Flag Code See Legend,psu,Flag Code See Legend,%,Flag Code See Legend,mg/L,Flag Code See Legend,m,Flag Code,m,Flag Code See Legend,m,Flag Code See Legend,m,Flag Code See Legend,Units,Flag Code See Legend,FNU/NTU,Flag Code See Legend
elksmwq,P,10/01/2015 06:15,0,0,,18.3,<0> ,52.00,<0> ,34.3,<0> ,61.1,<0> ,4.7,<0> ,,<-1> ,,,0.83,<0> ,0.83,<3> ,7.7,<0> ,8,<0> ,
elksmwq,P,10/01/2015 06:30,0,0,,18.3,<0> ,52.01,<0> ,34.3,<0> ,62.5,<0> ,4.8,<0> ,,<-1> ,,,0.81,<0> ,0.81,<3> ,7.7,<0> ,8,<0> ,
elksmwq,P,10/01/2015 06:45,0,0,,18.2,<0> ,52.02,<0> ,34.3,<0> ,66.7,<0> ,5.1,<0> ,,<-1> ,,,0.83,<0> ,0.84,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 07:00,0,0,,18.2,<0> ,51.98,<0> ,34.3,<0> ,61.7,<0> ,4.7,<0> ,,<-1> ,,,0.86,<0> ,0.87,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 07:15,0,0,,18.2,<0> ,51.97,<0> ,34.3,<0> ,65.4,<0> ,5.0,<0> ,,<-1> ,,,0.89,<0> ,0.89,<3> ,7.8,<0> ,6,<0> ,
elksmwq,P,10/01/2015 07:30,0,0,,18.1,<0> ,51.96,<0> ,34.3,<0> ,65.0,<0> ,5.0,<0> ,,<-1> ,,,0.93,<0> ,0.93,<3> ,7.8,<0> ,6,<0> ,
elksmwq,P,10/01/2015 07:45,0,0,,18.1,<0> ,52.22,<0> ,34.4,<0> ,67.0,<0> ,5.2,<0> ,,<-1> ,,,0.98,<0> ,0.98,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 08:00,0,0,,18.1,<0> ,51.93,<0> ,34.2,<0> ,66.3,<0> ,5.1,<0> ,,<-1> ,,,1.03,<0> ,1.02,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 08:15,0,0,,18.1,<0> ,51.92,<0> ,34.2,<0> ,64.1,<0> ,4.9,<0> ,,<-1> ,,,1.07,<0> ,1.06,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 08:30,0,0,,18.1,<0> ,51.90,<0> ,34.2,<0> ,65.7,<0> ,5.1,<0> ,,<-1> ,,,1.12,<0> ,1.11,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 08:45,0,0,,18.1,<0> ,51.89,<0> ,34.2,<0> ,65.2,<0> ,5.0,<0> ,,<-1> ,,,1.18,<0> ,1.17,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 09:00,0,0,,18.1,<0> ,51.77,<0> ,34.1,<0> ,67.1,<0> ,5.2,<0> ,,<-1> ,,,1.23,<0> ,1.22,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 09:15,0,0,,18.0,<0> ,51.80,<0> ,34.1,<0> ,67.7,<0> ,5.2,<0> ,,<-1> ,,,1.29,<0> ,1.28,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 09:30,0,0,,17.9,<0> ,51.75,<0> ,34.1,<0> ,68.3,<0> ,5.3,<0> ,,<-1> ,,,1.35,<0> ,1.33,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 09:45,0,0,,17.9,<0> ,51.51,<0> ,33.9,<0> ,69.0,<0> ,5.3,<0> ,,<-1> ,,,1.41,<0> ,1.39,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 10:00,0,0,,18.0,<0> ,51.73,<0> ,34.1,<0> ,70.0,<0> ,5.4,<0> ,,<-1> ,,,1.48,<0> ,1.46,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 10:15,0,0,,17.9,<0> ,51.67,<0> ,34.0,<0> ,71.6,<0> ,5.5,<0> ,,<-1> ,,,1.54,<0> ,1.52,<3> ,7.8,<0> ,9,<0> ,
elksmwq,P,10/01/2015 10:30,0,0,,17.8,<0> ,51.60,<0> ,34.0,<0> ,72.1,<0> ,5.6,<0> ,,<-1> ,,,1.61,<0> ,1.59,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 10:45,0,0,,17.8,<0> ,51.51,<0> ,33.9,<0> ,70.9,<0> ,5.5,<0> ,,<-1> ,,,1.67,<0> ,1.65,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 11:00,0,0,,17.7,<0> ,51.51,<0> ,33.9,<0> ,75.1,<0> ,5.8,<0> ,,<-1> ,,,1.74,<0> ,1.72,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 11:15,0,0,,17.7,<0> ,51.42,<0> ,33.9,<0> ,75.9,<0> ,5.9,<0> ,,<-1> ,,,1.80,<0> ,1.79,<3> ,7.9,<0> ,7,<0> ,
elksmwq,P,10/01/2015 11:30,0,0,,17.6,<0> ,51.55,<0> ,33.9,<0> ,75.5,<0> ,5.9,<0> ,,<-1> ,,,1.87,<0> ,1.86,<3> ,7.9,<0> ,8,<0> ,
elksmwq,P,10/01/2015 11:45,0,0,,18.0,<0> ,51.49,<0> ,33.9,<0> ,78.1,<0> ,6.0,<0> ,,<-1> ,,,1.92,<0> ,1.91,<3> ,7.9,<0> ,7,<0> ,
elksmwq,P,10/01/2015 12:00,0,0,,18.0,<0> ,51.49,<0> ,33.9,<0> ,82.1,<0> ,6.3,<0> ,,<-1> ,,,1.98,<0> ,1.97,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 12:15,0,0,,18.1,<0> ,51.49,<0> ,33.9,<0> ,80.8,<0> ,6.2,<0> ,,<-1> ,,,2.03,<0> ,2.02,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 12:30,0,0,,18.3,<0> ,51.51,<0> ,33.9,<0> ,85.5,<0> ,6.6,<0> ,,<-1> ,,,2.07,<0> ,2.06,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 12:45,0,0,,18.3,<0> ,51.51,<0> ,33.9,<0> ,77.3,<0> ,5.9,<0> ,,<-1> ,,,2.09,<0> ,2.08,<3> ,7.8,<0> ,6,<0> ,
elksmwq,P,10/01/2015 13:00,0,0,,18.2,<0> ,51.49,<0> ,33.9,<0> ,63.0,<0> ,4.9,<0> ,,<-1> ,,,2.10,<0> ,2.09,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/01/2015 13:15,0,0,,18.3,<0> ,51.55,<0> ,34.0,<0> ,72.9,<0> ,5.6,<0> ,,<-1> ,,,2.08,<0> ,2.07,<3> ,7.8,<0> ,6,<0> ,
elksmwq,P,10/01/2015 13:30,0,0,,18.3,<0> ,51.54,<0> ,33.9,<0> ,79.1,<0> ,6.1,<0> ,,<-1> ,,,2.05,<0> ,2.04,<3> ,7.8,<0> ,6,<0> ,
elksmwq,P,10/01/2015 13:45,0,0,,18.3,<0> ,51.48,<0> ,33.9,<0> ,85.1,<0> ,6.5,<0> ,,<-1> ,,,2.01,<0> ,2.00,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 14:00,0,0,,18.5,<0> ,51.39,<0> ,33.8,<0> ,86.6,<0> ,6.6,<0> ,,<-1> ,,,1.97,<0> ,1.96,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 14:15,0,0,,18.5,<0> ,51.40,<0> ,33.8,<0> ,87.7,<0> ,6.7,<0> ,,<-1> ,,,1.92,<0> ,1.91,<3> ,7.9,<0> ,5,<0> ,
elksmwq,P,10/01/2015 14:30,0,0,,18.6,<0> ,51.55,<0> ,34.0,<0> ,87.8,<0> ,6.7,<0> ,,<-1> ,,,1.87,<0> ,1.86,<3> ,7.9,<0> ,5,<0> ,
elksmwq,P,10/01/2015 14:45,0,0,,18.8,<0> ,51.61,<0> ,34.0,<0> ,88.3,<0> ,6.7,<0> ,,<-1> ,,,1.81,<0> ,1.80,<3> ,7.9,<0> ,5,<0> ,
elksmwq,P,10/01/2015 15:00,0,0,,19.1,<0> ,51.70,<0> ,34.1,<0> ,92.4,<0> ,7.0,<0> ,,<-1> ,,,1.76,<0> ,1.75,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 15:15,0,0,,19.2,<0> ,51.77,<0> ,34.1,<0> ,96.2,<0> ,7.3,<0> ,,<-1> ,,,1.70,<0> ,1.69,<3> ,7.9,<0> ,5,<0> ,
elksmwq,P,10/01/2015 15:30,0,0,,19.3,<0> ,51.81,<0> ,34.1,<0> ,99.9,<0> ,7.5,<0> ,,<-1> ,,,1.63,<0> ,1.62,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 15:45,0,0,,19.5,<0> ,51.82,<0> ,34.2,<0> ,103.2,<0> ,7.8,<0> ,,<-1> ,,,1.56,<0> ,1.55,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 16:00,0,0,,19.5,<0> ,51.84,<0> ,34.2,<0> ,103.9,<0> ,7.8,<0> ,,<-1> ,,,1.49,<0> ,1.48,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 16:15,0,0,,19.6,<0> ,51.84,<0> ,34.2,<0> ,104.5,<0> ,7.8,<0> ,,<-1> ,,,1.41,<0> ,1.40,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 16:30,0,0,,19.7,<0> ,51.83,<0> ,34.2,<0> ,104.2,<0> ,7.8,<0> ,,<-1> ,,,1.33,<0> ,1.32,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 16:45,0,0,,19.7,<0> ,51.87,<0> ,34.2,<0> ,104.8,<0> ,7.8,<0> ,,<-1> ,,,1.25,<0> ,1.24,<3> ,7.9,<0> ,7,<0> ,
elksmwq,P,10/01/2015 17:00,0,0,,19.7,<0> ,51.87,<0> ,34.2,<0> ,105.0,<0> ,7.9,<0> ,,<-1> ,,,1.16,<0> ,1.15,<3> ,7.9,<0> ,6,<0> ,
elksmwq,P,10/01/2015 17:15,0,0,,19.7,<0> ,51.83,<0> ,34.2,<0> ,104.7,<0> ,7.8,<0> ,,<-1> ,,,1.07,<0> ,1.06,<3> ,7.9,<0> ,7,<0> ,
elksmwq,P,10/01/2015 17:30,0,0,,19.8,<0> ,51.83,<0> ,34.2,<0> ,105.2,<0> ,7.9,<0> ,,<-1> ,,,0.98,<0> ,0.97,<3> ,7.9,<0> ,8,<0> ,
elksmwq,P,10/01/2015 17:45,0,0,,19.7,<0> ,51.76,<0> ,34.1,<0> ,102.5,<0> ,7.7,<0> ,,<-1> ,,,0.88,<0> ,0.87,<3> ,7.9,<0> ,8,<0> ,
elksmwq,P,10/01/2015 18:00,0,0,,19.7,<0> ,51.87,<0> ,34.2,<0> ,103.3,<0> ,7.7,<0> ,,<-1> ,,,0.78,<0> ,0.77,<3> ,7.9,<0> ,9,<0> ,
elksmwq,P,10/01/2015 18:15,0,0,,19.7,<0> ,51.35,<0> ,33.8,<0> ,102.0,<0> ,7.6,<0> ,,<-1> ,,,0.67,<0> ,0.66,<3> ,7.9,<0> ,10,<0> ,
elksmwq,P,10/01/2015 18:30,0,0,,19.7,<0> ,51.91,<0> ,34.2,<0> ,99.8,<0> ,7.5,<0> ,,<-1> ,,,0.55,<0> ,0.54,<3> ,7.9,<0> ,15,<0> ,
elksmwq,P,10/01/2015 18:45,0,0,,19.7,<0> ,51.85,<0> ,34.2,<0> ,97.8,<0> ,7.3,<0> ,,<-1> ,,,0.42,<0> ,0.40,<3> ,7.9,<0> ,15,<0> ,
elksmwq,P,10/01/2015 19:00,0,0,,19.7,<0> ,51.71,<0> ,34.1,<0> ,96.3,<0> ,7.2,<0> ,,<-1> ,,,0.32,<0> ,0.30,<3> ,7.9,<0> ,17,<0> ,
elksmwq,P,10/01/2015 19:15,0,0,,19.7,<0> ,51.94,<0> ,34.2,<0> ,93.9,<0> ,7.0,<0> ,,<-1> ,,,0.25,<0> ,0.23,<3> ,7.9,<0> ,15,<0> ,
elksmwq,P,10/01/2015 19:30,0,0,,19.7,<0> ,51.38,<0> ,33.8,<0> ,80.8,<0> ,6.1,<0> ,,<-1> ,,,0.24,<0> ,0.22,<3> ,7.8,<0> ,15,<0> ,
elksmwq,P,10/01/2015 19:45,0,0,,19.7,<0> ,51.38,<0> ,33.8,<0> ,88.3,<0> ,6.6,<0> ,,<-1> ,,,0.28,<0> ,0.26,<3> ,7.9,<0> ,21,<0> ,
elksmwq,P,10/01/2015 20:00,0,0,,19.7,<0> ,51.94,<0> ,34.2,<0> ,87.5,<0> ,6.5,<0> ,,<-1> ,,,0.31,<0> ,0.29,<3> ,7.9,<0> ,11,<0> ,
elksmwq,P,10/01/2015 20:15,0,0,,19.7,<0> ,51.94,<0> ,34.2,<0> ,85.7,<0> ,6.4,<0> ,,<-1> ,,,0.35,<0> ,0.33,<3> ,7.9,<0> ,11,<0> ,
elksmwq,P,10/01/2015 20:30,0,0,,19.7,<0> ,51.55,<0> ,34.0,<0> ,81.8,<0> ,6.1,<0> ,,<-1> ,,,0.37,<0> ,0.35,<3> ,7.8,<0> ,9,<0> ,
elksmwq,P,10/01/2015 20:45,0,0,,19.7,<0> ,51.93,<0> ,34.2,<0> ,89.1,<0> ,6.7,<0> ,,<-1> ,,,0.42,<0> ,0.40,<3> ,7.9,<0> ,18,<0> ,
elksmwq,P,10/01/2015 21:00,0,0,,19.7,<0> ,51.92,<0> ,34.2,<0> ,86.7,<0> ,6.5,<0> ,,<-1> ,,,0.46,<0> ,0.43,<3> ,7.8,<0> ,10,<0> ,
elksmwq,P,10/01/2015 21:15,0,0,,19.6,<0> ,51.23,<0> ,33.7,<0> ,87.8,<0> ,6.6,<0> ,,<-1> ,,,0.52,<0> ,0.49,<3> ,7.9,<0> ,9,<0> ,
elksmwq,P,10/01/2015 21:30,0,0,,19.7,<0> ,51.93,<0> ,34.2,<0> ,86.2,<0> ,6.4,<0> ,,<-1> ,,,0.57,<0> ,0.54,<3> ,7.8,<0> ,,<-5> ,
elksmwq,P,10/01/2015 21:45,0,0,,19.7,<0> ,51.94,<0> ,34.2,<0> ,85.2,<0> ,6.4,<0> ,,<-1> ,,,0.62,<0> ,0.59,<3> ,7.8,<0> ,20,<0> ,
elksmwq,P,10/01/2015 22:00,0,0,,19.7,<0> ,51.92,<0> ,34.2,<0> ,86.3,<0> ,6.5,<0> ,,<-1> ,,,0.68,<0> ,0.65,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 22:15,0,0,,19.7,<0> ,51.88,<0> ,34.2,<0> ,85.8,<0> ,6.4,<0> ,,<-1> ,,,0.75,<0> ,0.72,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/01/2015 22:30,0,0,,19.8,<0> ,51.95,<0> ,34.2,<0> ,85.5,<0> ,6.4,<0> ,,<-1> ,,,0.81,<0> ,0.78,<3> ,7.8,<0> ,9,<0> ,
elksmwq,P,10/01/2015 22:45,0,0,,19.8,<0> ,52.03,<0> ,34.3,<0> ,86.5,<0> ,6.5,<0> ,,<-1> ,,,0.87,<0> ,0.84,<3> ,7.8,<0> ,13,<0> ,
elksmwq,P,10/01/2015 23:00,0,0,,19.8,<0> ,52.03,<0> ,34.3,<0> ,88.7,<0> ,6.6,<0> ,,<-1> ,,,0.94,<0> ,0.91,<3> ,7.9,<0> ,15,<0> ,
elksmwq,P,10/01/2015 23:15,0,0,,19.7,<0> ,51.98,<0> ,34.3,<0> ,88.8,<0> ,6.6,<0> ,,<-1> ,,,1.00,<0> ,0.97,<3> ,7.9,<0> ,617,<0> ,
elksmwq,P,10/01/2015 23:30,0,0,,19.7,<0> ,51.94,<0> ,34.2,<0> ,87.9,<0> ,6.6,<0> ,,<-1> ,,,1.06,<0> ,1.03,<3> ,7.9,<0> ,10,<0> ,
elksmwq,P,10/01/2015 23:45,0,0,,19.7,<0> ,51.98,<0> ,34.3,<0> ,90.3,<0> ,6.7,<0> ,,<-1> ,,,1.12,<0> ,1.09,<3> ,7.9,<0> ,9,<0> ,
elksmwq,P,10/02/2015 00:00,0,0,,19.7,<0> ,51.99,<0> ,34.3,<0> ,90.0,<0> ,6.7,<0> ,,<-1> ,,,1.18,<0> ,1.15,<3> ,7.9,<0> ,9,<0> ,
elksmwq,P,10/02/2015 00:15,0,0,,19.6,<0> ,51.91,<0> ,34.2,<0> ,90.7,<0> ,6.8,<0> ,,<-1> ,,,1.23,<0> ,1.20,<3> ,7.9,<0> ,11,<0> ,
elksmwq,P,10/02/2015 00:30,0,0,,19.5,<0> ,51.87,<0> ,34.2,<0> ,89.4,<0> ,6.7,<0> ,,<-1> ,,,1.29,<0> ,1.26,<3> ,7.9,<0> ,9,<0> ,
elksmwq,P,10/02/2015 00:45,0,0,,19.4,<0> ,51.82,<0> ,34.2,<0> ,90.2,<0> ,6.8,<0> ,,<-1> ,,,1.34,<0> ,1.31,<3> ,7.9,<0> ,11,<0> ,
elksmwq,P,10/02/2015 01:00,0,0,,19.3,<0> ,51.78,<0> ,34.1,<0> ,90.7,<0> ,6.8,<0> ,,<-1> ,,,1.39,<0> ,1.36,<3> ,7.9,<0> ,19,<0> ,
elksmwq,P,10/02/2015 01:15,0,0,,19.2,<0> ,51.72,<0> ,34.1,<0> ,90.4,<0> ,6.8,<0> ,,<-1> ,,,1.44,<0> ,1.41,<3> ,7.9,<0> ,9,<0> ,
elksmwq,P,10/02/2015 01:30,0,0,,19.2,<0> ,51.66,<0> ,34.0,<0> ,90.0,<0> ,6.8,<0> ,,<-1> ,,,1.48,<0> ,1.45,<3> ,7.9,<0> ,9,<0> ,
elksmwq,P,10/02/2015 01:45,0,0,,19.1,<0> ,51.50,<0> ,33.9,<0> ,89.3,<0> ,6.8,<0> ,,<-1> ,,,1.51,<0> ,1.48,<3> ,7.9,<0> ,25,<0> ,
elksmwq,P,10/02/2015 02:00,0,0,,19.0,<0> ,51.58,<0> ,34.0,<0> ,86.7,<0> ,6.6,<0> ,,<-1> ,,,1.53,<0> ,1.51,<3> ,7.9,<0> ,53,<0> ,
elksmwq,P,10/02/2015 02:15,0,0,,18.9,<0> ,51.51,<0> ,33.9,<0> ,83.9,<0> ,6.4,<0> ,,<-1> ,,,1.55,<0> ,1.53,<3> ,7.9,<0> ,8,<0> ,
elksmwq,P,10/02/2015 02:30,0,0,,19.0,<0> ,51.31,<0> ,33.8,<0> ,72.2,<0> ,5.5,<0> ,,<-1> ,,,1.55,<0> ,1.53,<3> ,7.8,<0> ,30,<0> ,
elksmwq,P,10/02/2015 02:45,0,0,,18.9,<0> ,51.88,<0> ,34.2,<0> ,71.7,<0> ,5.4,<0> ,,<-1> ,,,1.53,<0> ,1.51,<3> ,7.8,<0> ,43,<0> ,
elksmwq,P,10/02/2015 03:00,0,0,,18.9,<0> ,51.47,<0> ,33.9,<0> ,66.6,<0> ,5.1,<0> ,,<-1> ,,,1.51,<0> ,1.49,<3> ,7.7,<0> ,29,<0> ,
elksmwq,P,10/02/2015 03:15,0,0,,19.0,<0> ,51.05,<0> ,33.6,<0> ,76.7,<0> ,5.8,<0> ,,<-1> ,,,1.48,<0> ,1.46,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/02/2015 03:30,0,0,,19.0,<0> ,50.68,<0> ,33.3,<0> ,79.7,<0> ,6.1,<0> ,,<-1> ,,,1.45,<0> ,1.43,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/02/2015 03:45,0,0,,19.0,<0> ,50.87,<0> ,33.5,<0> ,80.3,<0> ,6.1,<0> ,,<-1> ,,,1.42,<0> ,1.40,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/02/2015 04:00,0,0,,19.0,<0> ,51.08,<0> ,33.6,<0> ,82.7,<0> ,6.3,<0> ,,<-1> ,,,1.38,<0> ,1.36,<3> ,7.8,<0> ,7,<0> ,
elksmwq,P,10/02/2015 04:15,0,0,,19.1,<0> ,51.29,<0> ,33.8,<0> ,82.0,<0> ,6.2,<0> ,,<-1> ,,,1.35,<0> ,1.33,<3> ,7.8,<0> ,18,<0> ,
elksmwq,P,10/02/2015 04:30,0,0,,19.0,<0> ,50.48,<0> ,33.2,<0> ,79.4,<0> ,6.1,<0> ,,<-1> ,,,1.31,<0> ,1.29,<3> ,7.8,<0> ,8,<0> ,
elksmwq,P,10/02/2015 04:45,0,0,,19.0,<0> ,50.77,<0> ,33.4,<0> ,77.8,<0> ,5.9,<0> ,,<-1> ,,,1.27,<0> ,1.25,<3> ,7.8,<0> ,,<-5> ,
elksmwq,P,10/02/2015 05:00,0,0,,19.0,<0> ,50.50,<0> ,33.2,<0> ,73.3,<0> ,5.6,<0> ,,<-1> ,,,1.24,<0> ,1.22,<3> ,7.8,<0> ,23,<0> ,
elksmwq,P,10/02/2015 05:15,0,0,,18.9,<0> ,50.82,<0> ,33.4,<0> ,75.3,<0> ,5.7,<0> ,,<-1> ,,,1.20,<0> ,1.17,<3> ,7.8,<0> ,31,<0> ,
